ID,Company Name,Job Title,Level,Location,City,State,Company Size (By Category),Company Size,Min Company Size,Max Company Size,Industry,Rating,Salary Estimate,Min Salary,Max Salary,Avg Salary
1557,Mufg,Data Analyst,Mid,"Charlotte, NC",Charlotte,NC,Enterprise,10000+,10000,10000,Financial,3.1,$40K-$74K,40000,74000,57000
1558,Midan Marketing,Data Analyst,Mid,"Mooresville, NC",Mooresville,NC,Small,1–50,1,50,Media/Advertising,3.0,$40K-$74K,40000,74000,57000
1559,Signature Consultants,Data Analyst,Mid,"Charlotte, NC",Charlotte,NC,Large,1001–5000,1001,5000,Professional Services,3.6,$40K-$74K,40000,74000,57000
1560,Brighthouse Financial,Data Analyst,Mid,"Charlotte, NC",Charlotte,NC,Large,1001–5000,1001,5000,Financial,3.8,$40K-$74K,40000,74000,57000
1561,Accenture Federal Services,Data Analyst,Mid,"Charlotte, NC",Charlotte,NC,Large,1001–5000,1001,5000,Technology,3.6,$40K-$74K,40000,74000,57000
1562,Lowe'S,Data Analyst,Mid,"Mooresville, NC",Mooresville,NC,Enterprise,10000+,10000,10000,Retail,3.3,$40K-$74K,40000,74000,57000
1563,"Prutech Solutions, Inc.",Data Quality Analyst,Mid,"Charlotte, NC",Charlotte,NC,Medium,201–500,201,500,Technology,3.8,$40K-$74K,40000,74000,57000
1564,Lowe'S,Senior Data Analyst,Senior,"Mooresville, NC",Mooresville,NC,Enterprise,10000+,10000,10000,Retail,3.3,$40K-$74K,40000,74000,57000
1565,Autodesk,Technical Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Large,5001–10000,5001,10000,Technology,4.0,$57K-$104K,57000,104000,80500
1566,Vionic Group,Marketing Data Analyst,Mid,"San Rafael, CA",San Rafael,CA,Small,51–200,51,200,Retail,3.6,$57K-$104K,57000,104000,80500
1567,Life360,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Technology,3.9,$57K-$104K,57000,104000,80500
1568,Ncsoft,Data Analyst,Mid,"San Mateo, CA",San Mateo,CA,Large,1001–5000,1001,5000,Technology,3.0,$57K-$104K,57000,104000,80500
1569,Autodesk,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Large,5001–10000,5001,10000,Technology,4.0,$57K-$104K,57000,104000,80500
1570,Launchdarkly,Data Analyst,Mid,"Oakland, CA",Oakland,CA,Small,51–200,51,200,Technology,5.0,$57K-$104K,57000,104000,80500
1571,Edmodo,Data Analyst,Mid,"San Mateo, CA",San Mateo,CA,Small,51–200,51,200,Education,3.8,$57K-$104K,57000,104000,80500
1572,Doximity,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Medium,201–500,201,500,Technology,4.6,$57K-$104K,57000,104000,80500
1573,Freedom Financial Network,Senior Data Analyst,Senior,"San Mateo, CA",San Mateo,CA,Large,1001–5000,1001,5000,Financial,3.5,$57K-$104K,57000,104000,80500
1574,Appleone,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Large,1001–5000,1001,5000,Professional Services,3.3,$57K-$104K,57000,104000,80500
1575,Pubnub,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Technology,4.1,$57K-$104K,57000,104000,80500
1576,Giving Assistant,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,1–50,1,50,Media/Advertising,4.8,$57K-$104K,57000,104000,80500
1577,Nway,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,1–50,1,50,Technology,3.7,$57K-$104K,57000,104000,80500
1578,Perficient,Healthcare/Clinical Analyst,Mid,"San Francisco, CA",San Francisco,CA,Large,1001–5000,1001,5000,Technology,3.6,$57K-$104K,57000,104000,80500
1579,Mindstrong,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Technology,3.6,$57K-$104K,57000,104000,80500
1580,Livecareer,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Medium,501–1000,501,1000,Technology,3.9,$57K-$104K,57000,104000,80500
1581,Mondo,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Professional Services,3.8,$57K-$104K,57000,104000,80500
1582,Spin,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Medium,501–1000,501,1000,Technology,4.0,$57K-$104K,57000,104000,80500
1583,Elevate Labs,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,1–50,1,50,Technology,5.0,$57K-$104K,57000,104000,80500
1584,Deliverr Inc,Financial Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Other Industries,4.9,$57K-$104K,57000,104000,80500
1585,Angaza,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Technology,4.6,$57K-$104K,57000,104000,80500
1586,Mondo,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Professional Services,3.8,$57K-$104K,57000,104000,80500
1587,Snowflake Computing,Data Analyst,Mid,"San Mateo, CA",San Mateo,CA,Large,1001–5000,1001,5000,Technology,4.0,$57K-$104K,57000,104000,80500
1588,Cbre,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Enterprise,10000+,10000,10000,Real Estate,3.7,$57K-$104K,57000,104000,80500
1589,Duetto,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Technology,4.5,$57K-$104K,57000,104000,80500
1590,"Rodan And Fields, Llc",Healthcare/Clinical Analyst,Mid,"San Francisco, CA",San Francisco,CA,Medium,501–1000,501,1000,Retail,2.3,$57K-$104K,57000,104000,80500
1591,Sga Inc.,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,1–50,1,50,Professional Services,-1.0,$99K-$178K,99000,178000,138500
1592,Veem,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Financial,4.1,$99K-$178K,99000,178000,138500
1593,Coinbase,Operations/Supply Chain Analyst,Mid,"San Francisco, CA",San Francisco,CA,Medium,501–1000,501,1000,Technology,4.0,$99K-$178K,99000,178000,138500
1594,Trifacta,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Technology,3.6,$99K-$178K,99000,178000,138500
1595,Wilbur Labs,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,1–50,1,50,Technology,5.0,$99K-$178K,99000,178000,138500
1596,Hinge Health,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Medium,201–500,201,500,Healthcare,4.4,$99K-$178K,99000,178000,138500
1597,User Testing,Marketing Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Medium,501–1000,501,1000,Technology,3.3,$99K-$178K,99000,178000,138500
1598,Shorenstein Realty Services L.P.,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Medium,201–500,201,500,Real Estate,3.8,$99K-$178K,99000,178000,138500
1599,Plushcare,Business Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,1–50,1,50,Healthcare,3.5,$99K-$178K,99000,178000,138500
1600,Ucsf Medical Center,Healthcare/Clinical Analyst,Mid,"San Francisco, CA",San Francisco,CA,Enterprise,10000+,10000,10000,Healthcare,4.1,$99K-$178K,99000,178000,138500
1601,Motiv Power Systems,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Manufacturing,4.6,$99K-$178K,99000,178000,138500
1602,Upstart,Data Analyst,Mid,"San Mateo, CA",San Mateo,CA,Medium,201–500,201,500,Financial,4.2,$99K-$178K,99000,178000,138500
1603,Credible,BI Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Financial,4.3,$99K-$178K,99000,178000,138500
1604,Priceonomics,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,1–50,1,50,Technology,5.0,$99K-$178K,99000,178000,138500
1605,Bold,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Medium,201–500,201,500,Technology,3.7,$99K-$178K,99000,178000,138500
1606,Flatiron Health,Healthcare/Clinical Analyst,Mid,"San Francisco, CA",San Francisco,CA,Medium,501–1000,501,1000,Technology,4.0,$99K-$178K,99000,178000,138500
1607,Thredup,Data Analyst,Mid,"Oakland, CA",Oakland,CA,Large,1001–5000,1001,5000,Retail,3.9,$99K-$178K,99000,178000,138500
1608,Artech Llc,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Large,5001–10000,5001,10000,Professional Services,3.9,$99K-$178K,99000,178000,138500
1609,Iconma,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Large,1001–5000,1001,5000,Professional Services,3.6,$99K-$178K,99000,178000,138500
1610,Ucsf Medical Center,Technical Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Enterprise,10000+,10000,10000,Healthcare,4.1,$99K-$178K,99000,178000,138500
1611,The Voleon Group,Data Analyst,Mid,"Berkeley, CA",Berkeley,CA,Small,51–200,51,200,Financial,4.6,$99K-$178K,99000,178000,138500
1612,Redfin,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Large,1001–5000,1001,5000,Real Estate,3.4,$99K-$178K,99000,178000,138500
1613,Twitter,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Large,1001–5000,1001,5000,Technology,4.0,$99K-$178K,99000,178000,138500
1614,"Impaq International, Llc",Data Analyst,Mid,"Oakland, CA",Oakland,CA,Medium,201–500,201,500,Professional Services,3.4,$93K-$159K,93000,159000,126000
1615,Turn/River Capital,Operations/Supply Chain Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,1–50,1,50,Financial,5.0,$93K-$159K,93000,159000,126000
1616,Diverse Lynx,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Medium,501–1000,501,1000,Technology,3.9,$93K-$159K,93000,159000,126000
1617,Ey,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Enterprise,10000+,10000,10000,Professional Services,3.8,$93K-$159K,93000,159000,126000
1618,Rgp,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Large,1001–5000,1001,5000,Professional Services,4.1,$93K-$159K,93000,159000,126000
1619,"Evolver, Inc.",Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Medium,201–500,201,500,Technology,3.2,$93K-$159K,93000,159000,126000
1620,Lyft,Financial Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Large,5001–10000,5001,10000,Technology,3.7,$93K-$159K,93000,159000,126000
1621,First Republic Bank,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Large,1001–5000,1001,5000,Financial,3.7,$93K-$159K,93000,159000,126000
1622,Acumen,Data Analyst,Mid,"Burlingame, CA",Burlingame,CA,Medium,201–500,201,500,Government,3.2,$93K-$159K,93000,159000,126000
1623,Software Guidance & Assistance,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Professional Services,3.7,$93K-$159K,93000,159000,126000
1624,Scale Ai,Business Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Technology,3.2,$93K-$159K,93000,159000,126000
1625,Omada Health,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Medium,201–500,201,500,Healthcare,4.1,$93K-$159K,93000,159000,126000
1626,Quinstreet,Data Analyst,Mid,"San Mateo, CA",San Mateo,CA,Medium,501–1000,501,1000,Media/Advertising,3.2,$93K-$159K,93000,159000,126000
1627,Softova Inc,Data Analyst,Mid,"San Mateo, CA",San Mateo,CA,Small,1–50,1,50,Technology,5.0,$93K-$159K,93000,159000,126000
1628,Leadstack,Data Analyst,Mid,"Foster City, CA",Foster City,CA,Small,51–200,51,200,Technology,4.1,$93K-$159K,93000,159000,126000
1629,Chime,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Medium,201–500,201,500,Financial,4.8,$93K-$159K,93000,159000,126000
1630,Marin City Health And Wellness Center,Data Analyst,Mid,"Marin City, CA",Marin City,CA,Small,1–50,1,50,Healthcare,4.5,$93K-$159K,93000,159000,126000
1631,Taskrabbit,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Medium,201–500,201,500,Technology,4.1,$93K-$159K,93000,159000,126000
1632,"Staffigo Technical Services, Llc",Junior Data Analyst,Junior,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Technology,5.0,$93K-$159K,93000,159000,126000
1633,Diverse Lynx,Business Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Medium,501–1000,501,1000,Technology,3.9,$93K-$159K,93000,159000,126000
1634,Twitter,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Large,1001–5000,1001,5000,Technology,4.0,$93K-$159K,93000,159000,126000
1635,Ascent,Data Analyst,Mid,"Daly City, CA",Daly City,CA,Large,1001–5000,1001,5000,Professional Services,4.6,$93K-$159K,93000,159000,126000
1636,Thermo Fisher Scientific,Data Analyst,Mid,"South San Francisco, CA",South San Francisco,CA,Enterprise,10000+,10000,10000,Healthcare,3.4,$93K-$159K,93000,159000,126000
1637,Net2Source,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Large,1001–5000,1001,5000,Professional Services,3.2,$93K-$159K,93000,159000,126000
1638,Vida Health,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Healthcare,3.3,$82K-$116K,82000,116000,99000
1639,"Netpace, Inc",Data Analyst,Mid,"Foster City, CA",Foster City,CA,Small,51–200,51,200,Technology,3.9,$82K-$116K,82000,116000,99000
1640,Qualys,Financial Data Analyst,Mid,"Foster City, CA",Foster City,CA,Medium,501–1000,501,1000,Technology,3.0,$82K-$116K,82000,116000,99000
1641,Focal Systems,Data Quality Analyst,Mid,"Burlingame, CA",Burlingame,CA,Small,1–50,1,50,Technology,3.8,$82K-$116K,82000,116000,99000
1642,United It Solutions,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,1–50,1,50,Professional Services,3.8,$82K-$116K,82000,116000,99000
1643,Snowflake Computing,Data Analyst,Mid,"San Mateo, CA",San Mateo,CA,Large,1001–5000,1001,5000,Technology,4.0,$82K-$116K,82000,116000,99000
1644,Perfect Day,Data Analyst,Mid,"Emeryville, CA",Emeryville,CA,Small,51–200,51,200,Healthcare,4.4,$82K-$116K,82000,116000,99000
1645,Twitch,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Large,1001–5000,1001,5000,Technology,3.6,$82K-$116K,82000,116000,99000
1646,Infotech Sourcing,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Healthcare,3.2,$82K-$116K,82000,116000,99000
1647,Aptask,Business Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Medium,201–500,201,500,Technology,3.9,$82K-$116K,82000,116000,99000
1648,Square,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Large,1001–5000,1001,5000,Technology,4.0,$82K-$116K,82000,116000,99000
1649,Acumen,Data Analyst,Mid,"Burlingame, CA",Burlingame,CA,Medium,201–500,201,500,Government,3.2,$82K-$116K,82000,116000,99000
1650,Hinge Health,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Medium,201–500,201,500,Healthcare,4.4,$82K-$116K,82000,116000,99000
1651,Rose International,Senior Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Large,1001–5000,1001,5000,Professional Services,4.5,$82K-$116K,82000,116000,99000
1652,Take-Two,Data Analyst,Mid,"Novato, CA",Novato,CA,Large,1001–5000,1001,5000,Technology,3.7,$82K-$116K,82000,116000,99000
1653,"Netpace, Inc.",Data Analyst,Mid,"Foster City, CA",Foster City,CA,Small,51–200,51,200,Technology,3.9,$82K-$116K,82000,116000,99000
1654,Chinese Community Health Plan,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Financial,3.2,$82K-$116K,82000,116000,99000
1655,Arkhya Tech,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Small,1–50,1,50,Technology,3.7,$65K-$120K,65000,120000,92500
1656,Stem Inc,Data Analyst,Mid,"Millbrae, CA",Millbrae,CA,Small,51–200,51,200,Other Industries,3.2,$65K-$120K,65000,120000,92500
1657,"Redolent, Inc",Data Analyst,Mid,"San Mateo, CA",San Mateo,CA,Small,1–50,1,50,Healthcare,3.7,$65K-$120K,65000,120000,92500
1658,Vlink Inc.,Business Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Medium,201–500,201,500,Technology,3.8,$65K-$120K,65000,120000,92500
1659,Lorven Technologies Inc,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,1–50,1,50,Professional Services,4.0,$65K-$120K,65000,120000,92500
1660,"Staffigo Technical Services, Llc",Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Technology,5.0,$65K-$120K,65000,120000,92500
1661,Bank Of The West,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Enterprise,10000+,10000,10000,Financial,2.8,$65K-$120K,65000,120000,92500
1662,Two95 International Inc.,Data Analyst,Mid,"San Mateo, CA",San Mateo,CA,Small,1–50,1,50,Professional Services,4.0,$65K-$120K,65000,120000,92500
1663,Enclipse,Data Analyst,Mid,"Oakland, CA",Oakland,CA,Small,51–200,51,200,Technology,2.5,$65K-$120K,65000,120000,92500
1664,"Primus Global Services, Inc",Business Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Medium,501–1000,501,1000,Professional Services,3.7,$65K-$120K,65000,120000,92500
1665,Akraya Inc.,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Professional Services,4.6,$65K-$120K,65000,120000,92500
1666,Redfin,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Large,1001–5000,1001,5000,Real Estate,3.4,$65K-$120K,65000,120000,92500
1667,Flexport,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Large,1001–5000,1001,5000,Other Industries,3.5,$65K-$120K,65000,120000,92500
1668,Square,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Large,1001–5000,1001,5000,Technology,4.0,$65K-$120K,65000,120000,92500
1669,Kforce,Data Analyst,Mid,"San Ramon, CA",San Ramon,CA,Enterprise,10000+,10000,10000,Professional Services,4.1,$65K-$120K,65000,120000,92500
1670,Bio-Rad,Operations/Supply Chain Analyst,Mid,"Hercules, CA",Hercules,CA,Large,5001–10000,5001,10000,Healthcare,3.3,$65K-$120K,65000,120000,92500
1671,Saama,Business Data Analyst,Mid,"South San Francisco, CA",South San Francisco,CA,Small,1–50,1,50,Technology,3.5,$65K-$120K,65000,120000,92500
1672,Okcoin,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Medium,501–1000,501,1000,Technology,4.5,$65K-$120K,65000,120000,92500
1673,Kinship,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Small,1–50,1,50,Media/Advertising,-1.0,$65K-$120K,65000,120000,92500
1674,Diverse Lynx,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Medium,501–1000,501,1000,Technology,3.9,$65K-$120K,65000,120000,92500
1675,Apex Systems,Business Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Large,1001–5000,1001,5000,Professional Services,3.8,$65K-$120K,65000,120000,92500
1676,Hazelcast,Senior Data Analyst,Senior,"San Mateo, CA",San Mateo,CA,Small,51–200,51,200,Technology,4.0,$65K-$120K,65000,120000,92500
1677,"Leadstack, Inc.",BI Data Analyst,Mid,"Foster City, CA",Foster City,CA,Small,51–200,51,200,Technology,4.1,$65K-$120K,65000,120000,92500
1678,Parker Institute For Cancer Immunotherapy,Healthcare/Clinical Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Healthcare,-1.0,$65K-$120K,65000,120000,92500
1679,University Of California Berkeley,Technical Data Analyst,Mid,"Berkeley, CA",Berkeley,CA,Enterprise,10000+,10000,10000,Education,4.1,$65K-$120K,65000,120000,92500
1680,Addastaff,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Small,1–50,1,50,Professional Services,5.0,$46K-$86K,46000,86000,66000
1681,Hiretalent,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Medium,201–500,201,500,Professional Services,4.5,$46K-$86K,46000,86000,66000
1682,Chime,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Medium,201–500,201,500,Financial,4.8,$46K-$86K,46000,86000,66000
1683,Apn Software Services Inc.,Data Analyst,Mid,"Oakland, CA",Oakland,CA,Small,51–200,51,200,Technology,4.1,$46K-$86K,46000,86000,66000
1684,The Pill Club,Senior Data Analyst,Senior,"San Mateo, CA",San Mateo,CA,Medium,201–500,201,500,Healthcare,2.7,$46K-$86K,46000,86000,66000
1685,"Talentburst, Inc.",Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Medium,501–1000,501,1000,Technology,3.9,$46K-$86K,46000,86000,66000
1686,Qualys,Financial Data Analyst,Mid,"Foster City, CA",Foster City,CA,Medium,501–1000,501,1000,Technology,3.0,$46K-$86K,46000,86000,66000
1687,Zs Associates,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Large,5001–10000,5001,10000,Professional Services,3.8,$46K-$86K,46000,86000,66000
1688,"I.T. Solutions, Inc.",Data Analyst,Mid,"Foster City, CA",Foster City,CA,Medium,201–500,201,500,Technology,3.1,$46K-$86K,46000,86000,66000
1689,Diverse Lynx,Business Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Medium,501–1000,501,1000,Technology,3.9,$46K-$86K,46000,86000,66000
1690,Diverse Lynx,Business Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Medium,501–1000,501,1000,Technology,3.9,$46K-$86K,46000,86000,66000
1691,Quinstreet,Senior Data Analyst,Senior,"San Mateo, CA",San Mateo,CA,Medium,501–1000,501,1000,Media/Advertising,3.2,$46K-$86K,46000,86000,66000
1692,Alliance It,BI Data Analyst,Mid,"San Ramon, CA",San Ramon,CA,Small,51–200,51,200,Technology,4.4,$46K-$86K,46000,86000,66000
1693,Livecareer,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Medium,501–1000,501,1000,Technology,3.9,$46K-$86K,46000,86000,66000
1694,Square Trade,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Medium,201–500,201,500,Financial,3.5,$46K-$86K,46000,86000,66000
1695,Bold,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Medium,201–500,201,500,Technology,3.6,$46K-$86K,46000,86000,66000
1696,"Staffigo Technical Services, Llc",Junior Data Analyst,Junior,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Technology,5.0,$46K-$86K,46000,86000,66000
1697,"Next Level Business Services, Inc.",Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Large,5001–10000,5001,10000,Technology,4.4,$46K-$86K,46000,86000,66000
1698,The Armada Group,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Technology,4.4,$46K-$86K,46000,86000,66000
1699,Goahead Solutions,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Small,1–50,1,50,Technology,4.9,$46K-$86K,46000,86000,66000
1700,Addastaff,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Small,1–50,1,50,Professional Services,5.0,$46K-$86K,46000,86000,66000
1701,Abacus Service Corporation,Data Analyst,Mid,"Oakland, CA",Oakland,CA,Medium,501–1000,501,1000,Professional Services,4.3,$47K-$74K,47000,74000,60500
1702,Franklin Templeton Investments,Senior Data Analyst,Senior,"San Mateo, CA",San Mateo,CA,Large,5001–10000,5001,10000,Financial,3.8,$47K-$74K,47000,74000,60500
1703,Sutter Health System,Technical Data Analyst,Mid,"Oakland, CA",Oakland,CA,Enterprise,10000+,10000,10000,Healthcare,3.9,$47K-$74K,47000,74000,60500
1704,Chime,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Medium,201–500,201,500,Financial,4.8,$47K-$74K,47000,74000,60500
1705,Parker Institute For Cancer Immunotherapy,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Small,51–200,51,200,Healthcare,-1.0,$47K-$74K,47000,74000,60500
1706,Incedo Inc,BI Data Analyst,Mid,"South San Francisco, CA",South San Francisco,CA,Large,1001–5000,1001,5000,Technology,3.4,$47K-$74K,47000,74000,60500
1707,"I.T. Solutions, Inc.",Data Science Analyst,Mid,"Foster City, CA",Foster City,CA,Medium,201–500,201,500,Technology,3.1,$47K-$74K,47000,74000,60500
1708,Ascent,Senior Data Analyst,Senior,"Alameda, CA",Alameda,CA,Large,1001–5000,1001,5000,Professional Services,4.6,$47K-$74K,47000,74000,60500
1709,"Impaq International, Llc",Senior Data Analyst,Senior,"Oakland, CA",Oakland,CA,Medium,201–500,201,500,Professional Services,3.4,$47K-$74K,47000,74000,60500
1710,"Central Business Solutions, Inc",Business Data Analyst,Mid,"Walnut Creek, CA",Walnut Creek,CA,Small,51–200,51,200,Professional Services,3.0,$47K-$74K,47000,74000,60500
1711,Wells Fargo,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Enterprise,10000+,10000,10000,Financial,3.6,$47K-$74K,47000,74000,60500
1712,Acumen,Data Analyst,Mid,"Burlingame, CA",Burlingame,CA,Medium,201–500,201,500,Government,3.2,$47K-$74K,47000,74000,60500
1713,Saama Technologies Inc,Business Data Analyst,Mid,"South San Francisco, CA",South San Francisco,CA,Medium,501–1000,501,1000,Healthcare,3.4,$47K-$74K,47000,74000,60500
1714,Epikso,Senior Data Analyst,Senior,"South San Francisco, CA",South San Francisco,CA,Small,51–200,51,200,Research,3.8,$47K-$74K,47000,74000,60500
1715,The Ascent Services Group,Senior Data Analyst,Senior,"San Ramon, CA",San Ramon,CA,Large,1001–5000,1001,5000,Professional Services,4.6,$47K-$74K,47000,74000,60500
1716,The Accuro Group,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Medium,201–500,201,500,Professional Services,3.0,$47K-$74K,47000,74000,60500
1717,City And County Of San Francisco,Data Analyst,Mid,"San Francisco, CA",San Francisco,CA,Large,5001–10000,5001,10000,Government,3.7,$47K-$74K,47000,74000,60500
1718,Epikso Inc,Data Analyst,Mid,"Foster City, CA",Foster City,CA,Small,51–200,51,200,Research,3.8,$47K-$74K,47000,74000,60500
1719,Central Garden & Pet Company,Senior Data Analyst,Senior,"Walnut Creek, CA",Walnut Creek,CA,Large,1001–5000,1001,5000,Manufacturing,3.6,$47K-$74K,47000,74000,60500
1720,Ascent,Data Analyst,Mid,"South San Francisco, CA",South San Francisco,CA,Large,1001–5000,1001,5000,Professional Services,4.6,$47K-$74K,47000,74000,60500
1721,The Ascent Services Group,Senior Data Analyst,Senior,"San Rafael, CA",San Rafael,CA,Large,1001–5000,1001,5000,Professional Services,4.6,$47K-$74K,47000,74000,60500
1722,Apn Software Services Inc.,Data Analyst,Mid,"Redwood City, CA",Redwood City,CA,Small,51–200,51,200,Technology,4.1,$47K-$74K,47000,74000,60500
1723,Concept Software & Services Inc,Senior Data Analyst,Senior,"San Francisco, CA",San Francisco,CA,Small,1–50,1,50,Professional Services,5.0,$47K-$74K,47000,74000,60500
1724,Allied Solutions,Data Analyst,Mid,"Carmel, IN",Carmel,IN,Large,1001–5000,1001,5000,Financial,3.2,$34K-$61K,34000,61000,47500
1725,Navient,Healthcare/Clinical Analyst,Mid,"Indianapolis, IN",Indianapolis,IN,Large,5001–10000,5001,10000,Financial,3.3,$34K-$61K,34000,61000,47500
1726,Briljent,Data Analyst,Mid,"Indianapolis, IN",Indianapolis,IN,Small,51–200,51,200,Professional Services,3.5,$34K-$61K,34000,61000,47500
1727,Upper Hand,Data Analyst,Mid,"Indianapolis, IN",Indianapolis,IN,Small,1–50,1,50,Technology,4.2,$34K-$61K,34000,61000,47500
